185.86.12.0/24,RU,RU-MOW,Moscow,101000
185.85.188.0/24,RU,RU-MOW,Moscow,101000
185.98.61.0/24,RU,RU-MOW,Moscow,101000
193.38.44.0/24,RU,RU-MOW,Moscow,101000
46.29.24.0/24,RU,RU-MOW,Moscow,101000
